ingredient_id,molecule_id
02c4070c-b89f-4368-863c-0cae0128191a,203
02c4070c-b89f-4368-863c-0cae0128191a,250
02c4070c-b89f-4368-863c-0cae0128191a,292
02c4070c-b89f-4368-863c-0cae0128191a,295
02c4070c-b89f-4368-863c-0cae0128191a,351
02c4070c-b89f-4368-863c-0cae0128191a,391
02c4070c-b89f-4368-863c-0cae0128191a,400
02c4070c-b89f-4368-863c-0cae0128191a,403
02c4070c-b89f-4368-863c-0cae0128191a,412
02c4070c-b89f-4368-863c-0cae0128191a,433
02c4070c-b89f-4368-863c-0cae0128191a,447
02c4070c-b89f-4368-863c-0cae0128191a,453
02c4070c-b89f-4368-863c-0cae0128191a,498
02c4070c-b89f-4368-863c-0cae0128191a,515
02c4070c-b89f-4368-863c-0cae0128191a,522
02c4070c-b89f-4368-863c-0cae0128191a,602
02c4070c-b89f-4368-863c-0cae0128191a,641
02c4070c-b89f-4368-863c-0cae0128191a,690
02c4070c-b89f-4368-863c-0cae0128191a,763
02c4070c-b89f-4368-863c-0cae0128191a,802
02c4070c-b89f-4368-863c-0cae0128191a,825
02c4070c-b89f-4368-863c-0cae0128191a,847
02c4070c-b89f-4368-863c-0cae0128191a,909
02c4070c-b89f-4368-863c-0cae0128191a,1049
02c4070c-b89f-4368-863c-0cae0128191a,1085
02c4070c-b89f-4368-863c-0cae0128191a,1143
02c4070c-b89f-4368-863c-0cae0128191a,1228
02c4070c-b89f-4368-863c-0cae0128191a,1230
02c4070c-b89f-4368-863c-0cae0128191a,1231
02c4070c-b89f-4368-863c-0cae0128191a,1232
02c4070c-b89f-4368-863c-0cae0128191a,1238
02c4070c-b89f-4368-863c-0cae0128191a,1239
02c4070c-b89f-4368-863c-0cae0128191a,1257
02c4070c-b89f-4368-863c-0cae0128191a,1259
02c4070c-b89f-4368-863c-0cae0128191a,1360
02c4070c-b89f-4368-863c-0cae0128191a,1363
02c4070c-b89f-4368-863c-0cae0128191a,1366
02c4070c-b89f-4368-863c-0cae0128191a,1369
02c4070c-b89f-4368-863c-0cae0128191a,1373
